intacess,intacshm,intacwk,intacscl,intaclib,intuse,intuseyr,intusefq,intsite,libuseyr,libusefq,libstop,libuswhy,libnowhy,intuswhy,libradeq,netradeq,libfind,netfind,libacinf,netacinf,libcurnt,netcurnt,libfun,intfun,surflib,surfnet,libusfut,netusfut,intnowhy,rsnonet,educ,rural,student,employed,income,gender,region,age,agecat4,internet,income3,libfreq,degree,kids
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,3,2,6,11,1,1,79,4,0,11,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,13,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,7,1,2,6,22,1,0,1,1,2,1
1,1,0,0,1,1,5,4,1,1,1,3,12,21,10,10,10,10,10,10,5,8,10,10,7,8,8,1,4,13,14,13,3,2,5,8,2,3,33,1,1,3,5,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,3,2,6,3,2,7,85,4,0,1,1,2,0
1,0,0,1,1,1,1,5,3,1,4,3,14,21,5,8,9,9,6,9,4,6,9,7,4,5,1,3,4,13,4,13,3,1,1,6,1,5,20,1,1,2,2,3,0
0,2,2,2,2,2,-1,-1,13,1,3,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,3,1,2,3,2,1,24,1,0,1,3,3,1
1,1,0,0,0,0,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,12,2,2,6,8,1,3,63,3,2,3,2,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,14,1,2,6,6,1,6,53,3,0,2,1,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,13,3,2,7,5,2,7,48,2,0,2,2,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,16,3,2,6,11,1,1,79,4,0,11,2,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,12,1,2,1,6,1,3,27,1,0,2,3,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,10,3,2,3,1,2,3,27,1,0,1,1,1,1
1,1,0,0,1,0,-1,-1,13,1,3,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,14,15,2,2,6,9,1,5,50,2,2,3,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,10,4,2,1,1,1,4,40,2,0,1,1,1,1
0,2,2,2,2,2,-1,-1,13,1,4,3,8,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,3,2,1,8,1,1,43,2,0,3,2,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,1,2,5,71,4,0,1,2,2,0
1,1,1,0,0,1,7,2,1,1,1,3,7,21,26,8,9,10,10,9,9,9,10,7,8,9,9,3,1,13,14,16,2,2,1,7,2,2,49,2,1,2,5,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,12,3,2,1,5,2,2,60,3,0,2,2,2,0
1,1,0,0,1,1,2,2,1,1,2,3,10,21,10,10,8,10,10,10,10,10,10,10,10,8,4,3,4,13,14,13,3,2,6,10,2,5,54,3,1,10,4,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,1,2,2,2,2,1,30,1,0,1,1,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,3,2,6,10,1,1,62,3,0,10,2,2,0
1,1,0,1,1,1,2,5,1,0,7,2,24,2,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,13,14,15,2,1,1,6,2,5,27,1,1,2,1,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,1,2,1,6,2,5,53,3,0,2,2,4,1
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,2,2,2,2,38,2,0,1,2,2,1
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,2,2,6,10,2,7,60,3,0,10,5,3,0
1,1,0,0,0,0,-1,-1,13,0,7,3,24,10,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,14,10,2,2,8,3,1,4,45,2,2,1,1,1,0
1,1,1,0,0,1,2,2,1,0,7,2,24,2,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,13,2,1,4,11,1,6, , ,1,11,1,3,0
1,1,0,0,0,1,6,1,1,1,4,3,12,21,10,7,6,6,7,10,7,7,8,10,9,9,9,2,2,13,14,13,2,2,6,8,1,4,65,3,1,3,2,3,0
1,0,1,0,1,1,3,1,2,1,3,3,1,21,1,8,8,8,8,9,7,7,8,9,9,7,3,3,2,13,11,13,2,2,1,11,2,2,40,2,1,11,3,3,1
1,1,1,0,1,1,3,1,1,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,15,3,2,1,6,2,4,30,1,1,2,1,4,0
1,0,1,0,1,1,2,3,2,0,7,3,24,1,11,7,7,8,9,7,6,7,7,5,5,8,8,3,2,13,11,13,3,2,1,4,1,5,45,2,1,1,1,3,1
1,1,1,1,1,1,3,1,1,1,4,3,10,21,14,10,10,10,6,10,5,7,8,99,10,99,10,5,1,13,14,13,2,1,4,9,1,5,19,1,1,3,2,3,0
1,1,0,0,1,1,-1,1,1,1,2,3,10,21,26,8,9,8,8,8,6,9,9,9,7,5,3,1,1,13,14,13,1,2,6,11,1,2,59,3,1,11,4,3,0
1,1,0,1,0,1,2,4,1,0,7,2,24,18,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,13,14,13,2,1,1,7,2,2,22,1,1,2,1,3,1
1,0,0,0,1,0,-1,-1,13,1,3,3,11,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,20,5,2,1,11,2,5, , ,2,11,3, ,1
1,1,1,1,1,1,1,2,1,1,4,3,10,21,26,5,5,5,5,5,6,6,7,6,7,4,6,2,2,13,14,12,2,1,4,1,2,6,19,1,1,1,2,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,6,10,2,6,64,3,0,10,1,2,0
0,2,2,2,2,2,-1,-1,13,1,3,3,6,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,1,2,1,8,2,5,56,3,0,3,3,2,0
1,1,0,0,1,1,4,1,1,1,4,3,12,21,10,5,10,7,8,10,8,10,9,8,7,10,10,4,1,13,14,15,2,2,1,10,2,5,47,2,1,10,2,4,1
0,2,2,2,2,2,-1,-1,13,1,1,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,1,4,2,4,41,2,0,1,5,2,1
1,0,0,0,1,1,.5,5,4,1,3,3,19,21,26,10,10,10,10,8,6,8,9,10,10,10,10,2,4,13,11,12,1,2,1,6,2,2,59,3,1,2,3,2,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,1,11,2,2,54,3,0,11,1,2,0
1,1,1,1,1,1,2,1,1,1,4,3,10,21,10,6,8,10,10,10,10,10,10,10,10,8,10,3,1,13,14,15,3,2,1,8,2,6,26,1,1,3,2,4,0
1,1,1,0,1,1,2,1,1,1,3,3,12,21,26,8,9,8,8,8,8,4,8,3,10,3,10,3,1,13,14,16,1,2,1,8,2,6,48,2,1,3,3,4,0
1,1,1,0,0,1,2,1,2,1,4,3,12,21,10,8,6,7,4,9,2,9,3,8,4,10,4,2,1,13,14,16,3,2,1,6,2,6,61,3,1,2,2,4,0
1,1,0,0,0,1,2,1,1,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,14,12,2,2,2,7,2,7,30,1,1,2,1,2,0
0,2,2,2,2,2,-1,-1,13,1,2,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,3,4,2,6,66,4,0,1,4,2,0
1,1,1,0,1,1,2,1,1,1,4,3,10,21,10,8,9,10,9,8,10,10,8,5,8,8,10,4,1,13,14,14,2,2,2,7,2,6,48,2,1,2,2,3,0
1,1,1,0,0,1,1,2,1,0,7,3,24,1,26,7,10,10,10,10,10,7,10,99,10,99,10,5,2,13,14,12,1,2,1,8,1,6,21,1,1,3,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,11,2,2,1,6,2,3,22,1,0,2,1,1,0
1,0,0,1,0,1,1,5,3,0,7,3,24,19,26,99,10,10,10,10,10,10,10,1,3,99,1,5,5,13,11,12,3,1,4,11,2,7,19,1,1,11,1,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,4,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,10,2,2,6,4,1,7,35,1,0,1,2,1,0
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,2,2,6,11,2,5,64,3,0,11,5,2,0
1,0,1,0,1,1,6,3,2,1,2,3,2,21,5,5,5,8,8,1,2,5,5,99,99,1,1,2,3,13,9,13,1,2,1,7,2,3,36,2,1,2,4,3,1
1,1,0,0,1,1,3,1,1,1,3,3,10,21,5,2,9,4,9,7,8,3,9,3,8,7,9,4,1,13,14,16,3,2,1,2,2,5,30,1,1,1,3,4,1
1,0,1,0,0,1,5,1,2,0,7,3,24,1,21,8,8,7,7,9,6,6,8,6,8,7,6,4,2,13,3,14,2,2,1,8,2,6,38,2,1,3,1,3,0
1,1,1,0,1,1,2,1,1,1,4,3,17,21,26,10,10,8,4,8,10,8,9,8,7,8,8,2,1,13,14,15,2,2,1,11,2,2,34,1,1,11,2,4,1
1,1,0,0,0,1,1,3,1,1,3,3,12,21,10,9,9,9,8,9,8,9,9,9,8,10,6,3,2,13,14,12,2,2,3,7,2,5,45,2,1,2,3,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,20,5,3,6,11,2,7,78,4,0,11,1, ,0
0,2,2,2,2,2,-1,-1,13,1,1,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,2,1,1,6,2,1,32,1,0,2,5,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,10,2,2,6,10,2,6,83,4,0,10,1,1,0
1,1,1,0,1,1,4,1,2,1,4,3,12,21,10,10,8,10,7,8,8,7,9,8,8,10,9,2,1,13,14,16,2,2,1,9,1,3,53,3,1,3,2,4,0
1,0,0,0,0,0,-1,-1,13,0,7,3,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,12,3,2,3,10,2,6,79,4,2,10,1,2,0
0,2,2,2,2,2,-1,-1,13,1,3,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,2,1,7,2,3,60,3,0,2,3,2,1
1,0,1,0,1,1,1,2,2,1,4,3,12,21,4,9,10,7,8,9,10,7,10,8,10,4,9,5,1,13,10,12,3,2,1,6,2,3,26,1,1,2,2,2,1
1,1,1,0,1,1,5,1,1,1,4,3,18,21,21,10,10,10,10,10,10,8,10,5,10,5,10,4,1,13,14,15,2,2,1,11,1,5,47,2,1,11,2,4,0
0,2,2,2,2,2,-1,-1,13,1,1,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,1,3,2,2,29,1,0,1,5,2,1
1,1,0,0,1,1,-1,1,1,1,3,3,12,21,18,10,99,10,10,10,9,10,8,10,8,9,7,2,1,13,14,8,1,2,3,8,1,7,33,1,1,3,3,1,1
1,1,0,0,0,0,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,14,13,2,2,6,9,2,2,53,3,2,3,2,3,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,2,2,6,11,2,5,81,4,0,11,4,3,0
1,0,1,0,1,1,5,1,2,0,7,3,21,21,18,6,9,10,10,9,9,8,10,8,9,5,10,5,1,13,11,15,3,2,1,7,2,1,27,1,1,2,1,4,0
1,1,1,0,0,1,2.5,1,2,0,7,3,24,18,23,99,10,10,10,99,10,99,10,99,10,99,8,5,1,13,14,13,2,2,1,8,1,5,45,2,1,3,1,3,0
1,1,1,0,1,1,7,1,1,0,7,1,24,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,15,1,2,1,9,1,1,48,2,1,3,1,4,0
1,1,0,0,0,1,1,1,1,1,3,3,2,21,10,10,10,8,8,8,10,8,10,8,10,7,10,1,1,13,14,10,1,1,3,6,2,5,18,1,1,2,3,1,1
1,0,1,0,1,1,2,1,2,0,7,2,24,16,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,4,12,2,2,1,8,1,7,30,1,1,3,1,2,1
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,12,2,2,6,3,2,2,68,4,0,1,2,2,0
0,2,2,2,2,2,-1,-1,13,1,3,3,3,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,2,2,1,11,2,2,74,4,0,11,3,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,12,1,2,1,7,1,4,53,3,0,2,1,2,1
1,1,0,0,1,1,5,2,1,1,2,3,10,21,10,8,8,10,8,10,10,9,9,10,10,10,10,1,1,13,14,13,1,2,3,1,2,2,20,1,1,1,4,3,1
1,0,1,0,1,0,-1,-1,13,0,7,3,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,12,2,2,1,6,1,3,37,2,2,2,1,2,1
1,1,1,0,1,1,3,1,1,1,4,3,1,21,10,8,5,10,10,10,10,10,7,10,9,10,9,4,1,13,14,16,2,2,1,9,2,1,44,2,1,3,2,4,1
1,1,0,0,1,1,1,2,1,1,3,3,12,21,10,8,8,9,7,9,9,8,8,8,8,3,8,3,6,13,14,12,2,2,1,7,2,5,37,2,1,2,3,2,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,12,1,2,6,11,2,3,67,4,0,11,1,2,0
0,2,2,2,2,2,-1,-1,13,1,3,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,13,2,2,1,7,2,5,46,2,0,2,3,3,0
1,1,0,0,1,1,6,1,1,0,7,2,24,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,13,14,15,3,2,6,9,2,5,62,3,1,3,1,4,0
1,1,0,0,1,1,3,2,1,1,3,3,12,21,26,3,8,10,5,9,7,7,8,9,9,7,6,2,2,13,14,12,1,2,8,5,2,5,55,3,1,2,3,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,7,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,1,1,2,4,19,1,0,1,2,2,1
1,1,1,0,1,1,5,1,1,0,7,3,17,21,21,5,8,7,10,10,7,5,10,5,5,8,7,4,1,13,14,15,2,2,1,8,1,1,26,1,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,3,3,5,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,13,3,1,1,6,2,7,24,1,0,2,3,3,0
1,1,0,0,1,1,1,1,1,1,2,3,12,21,15,8,8,7,9,10,10,8,10,5,8,1,8,2,1,13,14,15,2,2,1,7,1,4,59,3,1,2,4,4,0
1,1,0,0,1,1,2,2,1,0,7,3,5,21,18,7,9,10,9,10,6,9,9,9,8,10,7,3,2,13,14,15,3,1,1,9,2,1,38,2,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,11,1,2,2,10,1,3,24,1,0,10,1,1,1
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,1,2,6,4,1,5,72,4,0,1,5,2,0
1,1,0,0,1,1,1,1,1,0,7,2,24,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,12,1,2,6,4,2,2,68,4,1,1,1,2,0
1,1,0,0,1,1,2,1,1,1,1,3,2,21,10,8,10,8,10,8,9,8,9,7,8,10,10,1,1,13,14,14,1,2,7,9,2,5,29,1,1,3,5,3,1
1,1,0,0,0,1,2.5,1,1,0,7,3,24,1,3,4,5,5,10,5,4,5,10,5,10,8,7,5,1,13,14,12,1,2,1,8,2,7,41,2,1,3,1,2,0
1,1,0,1,1,1,3,1,1,1,3,3,14,21,10,8,8,9,7,8,7,8,9,8,7,6,8,3,1,13,14,13,2,1,4,3,2,3,21,1,1,1,3,3,0
0,2,2,2,2,2,-1,-1,13,1,4,3,3,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,13,2,2,6,11,2,2,71,4,0,11,2,3,0
1,1,1,1,1,1,2.5,1,3,1,1,3,2,21,1,9,10,10,9,8,9,5,6,9,10,10,7,1,1,13,14,12,2,1,4,10,2,4,22,1,1,10,5,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,3,2,1,4,1,5,42,2,0,1,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,11,1,2,6,11,2,2,89,4,0,11,1,1,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,14,1,2,1,8,1,3,64,3,0,3,1,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,16,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,17,1,2,6,7,2,4,70,4,0,2,1,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,2,6,3,1,2,66,4,0,1,1,2,0
0,2,2,2,2,2,-1,-1,13,1,1,3,8,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,14,1,2,7,10,2,4,60,3,0,10,5,3,0
1,1,1,0,1,1,4,1,7,0,7,2,24,3,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,15,1,2,1,9,1,1,68,4,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,13,3,2,6,3,2,5,78,4,0,1,2,3,0
1,1,0,0,0,1,2,1,1,1,2,3,2,21,10,4,10,10,9,8,9,6,10,10,9,10,10,2,1,13,14,15,1,2,1,11,2,1,32,1,1,11,4,4,1
1,0,1,0,1,1,4,2,2,1,4,3,2,21,5,10,8,10,10,8,7,5,8,4,7,3,9,4,2,13,11,12,2,2,1,5,1,4,31,1,1,2,2,2,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,10,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,1,5,1,5,28,1,0,2,1,2,0
1,1,1,1,0,1,6,1,1,0,7,2,24,11,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,13,2,1,4,9,2,6,45,2,1,3,1,3,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,13,2,2,1,8,1,2,51,3,0,3,1,3,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,2,2,3,11,2,7,60,3,0,11,1,2,0
1,1,0,0,0,1,3,1,1,0,7,1,24,9,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,14,1,2,6,2,2,4,55,3,1,1,1,3,1
1,0,0,1,1,1,1,1,3,1,1,3,6,21,21,10,10,10,10,9,8,10,10,10,10,10,10,2,1,13,11,12,2,1,5,4,2,3,19,1,1,1,5,2,1
1,1,0,1,1,1,3,2,1,1,4,3,10,21,10,7,10,10,10,10,10,10,10,5,10,5,10,4,1,13,14,12,3,1,2,6,2,4,25,1,1,2,2,2,0
1,1,0,0,1,1,2,1,1,0,7,2,24,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,14,1,2,1,8,1,7,36,2,1,3,1,3,1
1,1,0,0,0,1,99,5,1,0,7,3,7,21,26,99,1,99,5,99,5,99,5,99,5,99,1,5,3,13,14,12,1,2,1,11,1,6,40,2,1,11,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,11,1,2,1,6,2,6,47,2,0,2,1,1,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,8,1,2,6,1,2,6,87,4,0,1,1,1,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,11,2,2,75,4,0,11,1,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,4,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,6,2,2,1,79,4,0,1,1,2,0
1,1,1,0,0,1,3,1,2,1,3,3,12,21,13,9,8,9,10,9,8,7,3,10,9,10,7,4,1,13,14,15,1,2,1,7,1,4,36,2,1,2,3,4,0
1,1,1,0,1,1,8,1,2,1,1,3,15,21,10,2,2,8,6,8,5,7,5,6,6,10,6,1,1,13,14,16,2,2,1,8,2,1,49,2,1,3,5,4,1
0,2,2,2,2,2,-1,-1,13,1,1,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,16,2,2,1,11,2,1,73,4,0,11,5,4,0
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,13,4,2,1,11,2,3,60,3,0,11,4,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,3,2,6,71,4,0,1,1,2,0
1,1,0,0,1,1,1,4,5,0,7,3,15,21,26,10,10,10,10,10,10,10,10,10,10,8,8,3,4,13,14,8,1,2,1,7,2,3,52,3,1,2,1,1,0
1,1,0,0,0,1,5,1,1,1,4,3,23,21,10,1,10,1,8,5,5,1,10,1,10,1,8,4,1,13,14,12,2,2,5,10,2,5,40,2,1,10,2,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,8,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,6,5,1,5,61,3,0,2,1,2,0
1,1,0,0,0,1,3,1,1,1,4,3,12,21,10,10,10,7,8,10,9,9,9,8,7,9,8,3,1,13,14,13,2,2,1,9,2,2,48,2,1,3,2,3,0
1,1,0,0,0,1,1,3,1,0,7,3,12,21,26,3,6,5,5,7,6,7,7,7,7,6,4,3,2,13,14,16,2,2,2,7,2,1,31,1,1,2,1,4,0
1,1,0,0,0,1,1,1,1,0,7,2,24,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,14,12,1,2,6,11,2,5,77,4,1,11,1,2,0
1,1,1,0,1,1,2,2,1,1,4,3,12,21,3,7,9,8,8,10,7,8,9,8,8,10,10,4,2,13,14,13,1,2,1,7,2,5,43,2,1,2,2,3,0
1,0,1,0,1,1,2.5,2,2,1,1,3,14,21,10,9,7,9,6,9,9,8,9,7,6,6,6,3,1,13,9,15,1,2,1,7,2,3,30,1,1,2,5,4,1
1,1,1,0,0,1,5,1,1,1,3,3,11,21,10,5,10,5,10,8,10,7,10,5,10,5,10,5,1,13,14,13,2,2,5,8,1,2,25,1,1,3,3,3,0
1,1,0,0,0,1,4,1,1,0,7,2,24,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,14,3,2,1,9,2,7,61,3,1,3,1,3,0
1,1,0,0,0,1,1,1,1,1,4,3,8,21,4,8,6,10,7,4,4,6,8,9,10,7,10,4,1,13,14,14,1,2,6,11,1,7,62,3,1,11,2,3,0
1,0,0,0,1,0,-1,-1,13,1,3,3,11,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,13,3,2,6,9,1,3,56,3,2,3,3,3,0
