intacess,intacshm,intacwk,intacscl,intaclib,intuse,intuseyr,intusefq,intsite,libuseyr,libusefq,libstop,libuswhy,libnowhy,intuswhy,libradeq,netradeq,libfind,netfind,libacinf,netacinf,libcurnt,netcurnt,libfun,intfun,surflib,surfnet,libusfut,netusfut,intnowhy,rsnonet,educ,rural,student,employed,income,gender,region,age,agecat4,internet,income3,libfreq,degree,kids
1,1,1,0,1,1,3,1,1,1,2,3,12,21,10,5,6,5,5,8,4,5,4,8,6,8,4,2,1,13,14,16,2,2,1,9,1,7,46,2,1,3,4,4,0
1,1,1,0,1,1,5,1,2,0,7,1,24,10,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,15,1,2,1,9,1,7,42,2,1,3,1,4,1
1,0,1,0,0,1,4,4,2,1,3,3,12,21,10,3,1,3,1,1,1,5,1,1,1,5,3,3,2,13,11,12,2,2,1,6,1,2,21,1,1,2,3,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,13,2,2,1,7,1,7,26,1,0,2,1,3,1
1,1,1,0,1,1,4,2,7,1,3,3,6,21,21,9,7,7,7,9,5,8,5,9,8,9,6,3,2,13,14,16,2,2,6,7,1,6,44,2,1,2,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,1,2,1,11,1,3,31,1,0,11,1,4,0
1,1,1,0,1,1,.5,2,1,1,4,3,5,21,21,5,5,7,7,10,5,8,8,3,10,3,99,4,2,13,14,12,1,2,1,8,1,4,38,2,1,3,2,2,1
1,1,0,0,1,1,1,2,1,1,3,3,1,21,4,5,10,7,10,8,10,7,10,5,5,5,10,2,2,13,14,13,1,2,1,11,1,1,42,2,1,11,3,3,1
1,1,1,0,0,1,5,1,1,1,4,3,10,21,26,10,10,10,10,5,10,2,10,5,10,9,10,4,1,13,14,16,1,1,1,9,1,3,32,1,1,3,2,4,1
0,2,2,2,2,2,-1,-1,13,1,2,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,13,3,2,6,6,1,2,75,4,0,2,4,3,0
1,1,1,1,1,1,3,1,1,1,2,3,2,21,10,2,5,8,5,3,2,7,8,7,5,8,5,2,1,13,14,14,2,1,1,9,1,2,47,2,1,3,4,3,0
1,1,1,0,1,1,4,1,2,1,4,3,11,21,3,5,9,7,8,8,8,6,9,7,7,8,6,3,1,13,14,17,2,1,1,9,1,7,54,3,1,3,2,4,0
1,1,1,0,1,1,5,1,2,1,3,3,12,21,5,5,10,8,8,9,9,9,10,7,9,9,8,3,1,13,14,17,3,2,1,9,1,1,58,3,1,3,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,1,1,1,4,22,1,0,1,1,2,1
1,1,0,0,0,0,-1,-1,13,1,3,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,14,12,3,2,6,9,1,7,54,3,2,3,3,2,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,9,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,19,1,2,1,8,1,3,39,2,0,3,1, ,0
1,1,1,0,0,1,6,2,1,1,3,3,13,21,21,7,10,7,7,8,8,5,9,3,8,5,7,4,2,13,14,16,3,2,1,8,1,7,45,2,1,3,3,4,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,15,2,2,1,11,1,2,54,3,0,11,1,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,16,2,1,1,7,1,4,26,1,0,2,2,4,1
1,1,1,0,0,1,5,1,2,1,3,3,15,21,10,8,8,8,6,8,6,5,7,7,6,6,7,3,2,13,14,15,2,2,1,9,1,7,46,2,1,3,3,4,1
1,1,1,1,0,1,4,1,2,1,4,3,2,21,18,10,10,7,9,10,10,9,10,5,5,5,5,4,1,13,14,15,2,1,1,8,1,2,35,1,1,3,2,4,1
1,1,1,1,1,1,1,4,1,1,3,3,7,21,22,9,9,10,10,10,10,8,10,10,10,10,10,1,2,13,14,1,1,1,4,11,1,6,24,1,1,11,3,1,1
1,0,1,0,0,0,-1,-1,13,1,3,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,12,1,2,6,6,1,4,63,3,2,2,3,2,1
1,1,0,0,1,1,3,1,1,1,1,3,12,21,8,5,5,6,5,6,6,7,7,7,8,8,8,1,1,13,14,15,2,2,6,9,1,5,63,3,1,3,5,4,0
1,1,0,1,1,1,4,1,1,1,3,3,10,21,26,7,9,6,9,9,7,7,9,8,10,9,10,2,1,13,14,13,3,1,1,7,1,1,30,1,1,2,3,3,0
1,1,0,1,1,1,3.5,2,1,1,3,3,14,21,3,5,8,9,10,8,4,6,7,4,8,5,9,4,2,13,14,20,5,3,10,11,1,1, , ,1,11,3, ,99
1,1,1,1,1,1,3,2,1,1,4,3,3,21,26,9,10,7,8,8,5,8,10,2,6,1,3,3,3,13,14,12,1,2,1,9,1,2,19,1,1,3,2,2,1
1,0,1,0,1,0,-1,-1,13,0,7,3,24,19,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,13,2,2,6,8,1,3,73,4,2,3,1,3,0
1,1,0,1,1,1,5,1,1,0,7,3,15,21,3,2,8,3,10,5,5,2,2,1,10,2,10,5,1,13,14,10,2,1,5,9,1,5, , ,1,3,1,1,1
1,1,1,0,1,1,5,1,2,1,3,3,12,21,26,8,10,9,9,9,6,9,9,8,9,10,10,3,1,13,14,16,3,2,1,8,1,2,51,3,1,3,3,4,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,4,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,6,13,1,2,6,3,1,3,74,4,0,1,1,3,0
1,1,0,1,1,1,3,3,1,1,4,3,14,21,4,1,10,7,8,10,9,3,10,1,5,5,5,3,3,13,14,13,2,1,2,8,1,4,18,1,1,3,2,3,0
1,0,1,1,0,1,8,1,2,0,7,2,24,18,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,11,18,2,2,1,6,1,1,31,1,1,2,1,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,16,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,11,3,2,6,11,1,6,69,4,0,11,1,1,0
1,1,1,0,1,1,5,1,2,1,2,3,10,21,26,5,8,6,9,7,7,7,8,7,7,7,7,3,1,13,14,16,2,2,1,11,1,6, , ,1,11,4,4,1
0,2,2,2,2,2,-1,-1,13,1,3,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,1,2,6,11,1,1,84,4,0,11,3,2,0
1,1,1,0,0,1,7,1,1,1,4,3,12,21,5,4,7,4,7,8,5,6,5,8,8,3,8,4,1,13,14,15,2,2,1,11,1,4,32,1,1,11,2,4,1
1,1,1,1,0,1,10,1,1,0,7,2,24,18,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,18,2,1,1,8,1,7,46,2,1,3,1,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,12,2,2,1,6,1,1,39,2,0,2,1,2,1
1,1,0,0,0,1,3,1,1,0,7,2,24,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,13,2,2,1,6,1,6,22,1,1,2,1,3,0
1,0,1,0,0,1,1.5,3,11,1,3,3,12,21,26,7,8,7,7,9,9,8,8,8,8,10,10,3,4,13,11,16,2,2,1,8,1,3,56,3,1,3,3,4,0
1,1,1,0,0,1,2,2,1,0,7,3,14,21,5,6,9,7,9,9,6,7,8,5,7,6,9,4,2,13,14,15,2,1,1,8,1,4,41,2,1,3,1,4,1
1,1,0,0,0,1,2,1,1,1,4,3,6,21,21,10,10,8,4,9,7,8,5,9,6,9,7,2,1,13,14,12,2,2,6,4,1,1,70,4,1,1,2,2,0
1,1,1,1,1,1,1.5,2,1,1,2,3,2,21,10,7,8,7,7,8,6,8,6,8,6,9,5,2,2,13,14,16,1,2,1,7,1,7,59,3,1,2,4,4,1
1,0,0,0,0,1,1,2,1,1,4,3,10,21,26,9,6,8,7,9,6,8,99,8,5,8,7,1,1,13,2,12,1,2,1,8,1,1,66,4,1,3,2,2,0
1,1,0,1,0,1,3.5,2,3,1,3,3,10,21,26,4,10,7,10,8,6,5,10,5,10,2,10,2,2,13,14,12,2,2,1,7,1,5,20,1,1,2,3,2,1
1,0,1,1,0,1,2,1,2,0,7,2,24,13,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,11,12,4,1,2,5,1,3,23,1,1,2,1,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,13,2,2,1,9,1,3,31,1,0,3,2,3,1
1,1,1,0,1,1,2.5,1,1,0,7,1,24,16,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,13,2,2,1,11,1,3,35,1,1,11,1,3,0
1,1,1,0,0,1,2,2,1,0,7,3,1,21,23,99,8,2,9,9,8,10,6,5,6,2,4,5,2,13,14,15,1,2,1,8,1,1,36,2,1,3,1,4,1
1,0,1,0,1,1,2,2,2,0,7,2,24,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,13,12,16,2,2,1,9,1,2,51,3,1,3,1,4,1
0,2,2,2,2,2,-1,-1,13,1,5,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,20,1,2,6,10,1,7,77,4,0,10,6, ,0
1,1,0,0,1,1,2,3,1,1,4,3,12,21,10,8,8,7,7,8,8,8,8,7,6,8,5,4,3,13,14,15,2,2,1,9,1,7,35,1,1,3,2,4,0
1,0,1,0,0,0,-1,-1,13,1,4,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,15,1,2,1,7,1,5,37,2,2,2,2,4,0
1,1,0,0,1,1,5,3,1,0,7,2,24,1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,13,14,15,2,2,1,9,1,1,29,1,1,3,1,4,0
1,1,1,0,1,1,3,1,1,1,3,3,6,21,21,5,7,10,10,5,5,5,7,6,7,10,10,3,1,13,14,13,3,2,1,9,1,6,57,3,1,3,3,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,19,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,16,1,2,6,9,1,2,67,4,0,3,1,4,1
1,1,0,0,1,1,8,1,1,0,7,1,24,18,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,13,1,2,6,10,1,1,65,3,1,10,1,3,0
1,0,1,0,1,1,1,4,10,1,3,3,10,21,18,8,3,8,3,8,3,8,7,7,3,10,3,3,4,13,1,13,1,2,1,8,1,2,66,4,1,3,3,3,0
1,1,1,0,1,1,1,3,1,1,3,3,10,21,26,8,9,6,6,8,8,8,8,9,9,9,9,6,2,13,14,10,1,2,1,6,1,2,23,1,1,2,3,1,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,8,1,2,6,11,1,5,72,4,0,11,1,1,0
1,1,1,1,1,1,2,1,7,0,7,3,10,21,3,7,9,8,8,9,5,8,8,6,9,7,9,4,1,13,14,12,1,2,1,8,1,1,41,2,1,3,1,2,1
1,1,1,0,1,1,3,1,1,1,4,3,6,21,22,5,9,8,8,7,7,7,7,4,8,5,7,4,1,13,14,13,1,2,1,11,1,3,43,2,1,11,2,3,0
1,1,1,1,1,1,5,1,2,0,7,3,24,2,21,10,5,10,10,10,10,10,10,5,5,3,3,5,1,13,14,18,2,2,1,9,1,6,44,2,1,3,1,4,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,11,1,2,2,2,1,5,41,2,0,1,1,1,0
0,2,2,2,2,2,-1,-1,13,1,4,3,1,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,8,12,1,2,1,8,1,2,46,2,0,3,2,2,1
1,0,1,0,1,1,1.5,3,2,1,3,3,7,21,22,4,10,10,10,8,9,2,10,5,5,10,6,3,2,13,6,15,1,2,1,5,1,3,24,1,1,2,3,4,1
1,1,0,0,1,1,.5,1,1,1,2,3,5,21,26,10,10,10,10,8,8,10,10,8,10,8,10,2,1,13,14,12,1,2,6,11,1,6,57,3,1,11,4,2,0
1,1,0,0,1,1,-1,1,1,1,2,3,1,21,20,9,9,10,10,7,10,8,10,10,10,5,1,2,1,13,14,12,1,2,6,8,1,4,54,3,1,3,4,2,0
1,1,0,0,1,1,2,1,1,0,7,3,21,21,1,2,8,8,8,5,3,5,5,2,8,5,8,5,1,13,14,12,1,2,1,11,1,3,44,2,1,11,1,2,1
1,1,0,0,1,1,2,4,1,1,4,3,12,21,22,10,10,99,10,9,10,10,10,1,7,1,5,4,4,13,14,10,1,2,1,4,1,4,20,1,1,1,2,1,0
1,1,1,1,1,1,2,1,1,1,2,3,14,21,10,7,10,10,10,8,10,8,8,7,10,4,7,2,1,13,14,13,1,1,4,6,1,4,40,2,1,2,4,3,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,5,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,13,2,2,1,7,1,5,25,1,0,2,1,3,1
1,1,0,0,1,1,10,1,1,0,7,2,24,18,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,13,14,13,2,2,5,8,1,7,21,1,1,3,1,3,0
1,1,1,0,0,1,3,1,1,1,4,3,7,21,21,7,9,3,10,3,2,3,7,1,8,1,9,2,1,13,14,14,2,2,1,9,1,6,38,2,1,3,2,3,1
0,2,2,2,2,2,-1,-1,13,1,4,3,15,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,2,2,1,8,1,4,20,1,0,3,2,2,0
1,1,1,1,1,1,4,1,1,1,3,3,12,21,10,5,5,7,5,9,7,6,8,7,3,5,3,3,1,13,14,14,1,2,1,8,1,5,47,2,1,3,3,3,0
1,1,1,0,0,1,5,1,1,0,7,1,24,18,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,16,3,1,1,9,1,1,33,1,1,3,1,4,0
1,1,1,0,1,1,2.5,1,7,1,2,3,12,21,5,6,6,6,9,8,9,9,9,8,7,8,9,1,1,13,14,15,2,2,1,11,1,1,46,2,1,11,4,4,1
0,2,2,2,2,2,-1,-1,13,1,4,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,1,7,1,2,32,1,0,2,2,2,1
0,2,2,2,2,2,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,17,3,2,6,8,1,4,80,4,0,3,4,4,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,6,10,1,5,63,3,0,10,1,2,0
1,1,0,0,1,1,99,1,1,1,3,3,21,21,21,3,9,5,8,7,7,5,9,2,8,1,1,4,1,13,14,16,1,2,6,11,1,3,68,4,1,11,3,4,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,11,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,9,1,2,1,6,1,2,51,3,0,2,1,1,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,9,13,2,2,1,1,1,6,37,2,0,1,1,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,1,12,3,2,6,4,1,3,76,4,0,1,1,2,0
1,1,0,1,1,1,5,2,1,1,4,3,7,21,10,10,10,5,9,5,1,8,10,5,5,9,10,4,3,13,14,12,2,1,2,11,1,7,20,1,1,11,2,2,1
1,1,1,0,1,1,2.5,1,1,1,2,3,12,21,9,6,8,7,7,7,7,6,8,6,7,6,8,2,1,13,14,14,1,2,1,8,1,1,43,2,1,3,4,3,1
1,1,0,1,1,1,2,2,1,1,2,3,14,21,3,9,9,10,7,9,6,10,10,7,10,7,10,2,4,13,14,13,2,1,1,9,1,2,26,1,1,3,4,3,1
1,1,0,0,0,1,.5,1,1,0,7,1,24,3,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,12,3,1,1,8,1,7,35,1,1,3,1,2,1
1,1,1,1,0,1,4.5,1,1,0,7,2,24,2,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,15,3,2,1,7,1,7,38,2,1,2,1,4,0
1,1,0,1,0,1,3,2,1,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,15,2,1,4,8,1,2,25,1,1,3,1,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,3,1,1,7,1,1,31,1,0,2,2,2,1
1,1,1,0,0,1,6,2,5,1,4,3,10,21,18,6,10,10,10,10,5,7,10,4,10,4,10,5,1,13,14,13,2,2,1,8,1,6,22,1,1,3,2,3,0
1,1,1,0,1,1,4,2,1,1,4,3,6,21,21,8,7,10,10,10,8,10,10,4,4,4,4,3,1,13,14,14,2,2,1,7,1,5,40,2,1,2,2,3,0
1,1,1,0,1,0,-1,-1,13,1,4,3,13,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,14,14,3,1,1,8,1,4,53,3,2,3,2,3,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,3,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,2,1,4,1,7,23,1,0,1,1,2,0
0,2,2,2,2,2,-1,-1,13,1,4,3,21,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,12,2,2,6,11,1,2,76,4,0,11,2,2,0
0,2,2,2,2,2,-1,-1,13,0,7,3,24,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,6,3,2,6,11,1,5,95,4,0,11,1,1,0
1,1,0,1,1,1,6,1,1,1,4,3,1,21,10,8,8,7,8,7,8,7,8,5,8,4,8,1,1,13,14,12,3,2,1,9,1,4,44,2,1,3,2,2,1
1,1,1,1,1,1,4,1,1,1,4,3,13,21,21,9,4,6,6,8,6,8,9,8,6,9,5,3,1,13,14,17,3,2,1,9,1,7,58,3,1,3,2,4,0
1,1,0,0,1,1,.5,3,1,0,7,3,24,10,10,3,7,5,5,7,7,5,8,1,5,99,8,5,1,13,14,11,1,2,6,4,1,2,74,4,1,1,1,1,0
1,1,1,1,1,1,4,1,1,1,2,3,12,21,10,3,8,5,6,6,7,5,7,5,6,4,6,1,1,13,14,15,3,1,1,5,1,3,51,3,1,2,4,4,0
0,2,2,2,2,2,-1,-1,13,0,7,2,24,16,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,3,1,1,6,1,6,47,2,0,2,1,2,0
1,1,0,0,1,1,6,2,1,0,7,2,24,18,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,13,14,16,2,2,6,9,1,3,64,3,1,3,1,4,0
1,1,1,0,1,1,2,4,1,0,7,2,24,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,13,14,15,2,2,1,9,1,4,50,2,1,3,1,4,0
1,1,1,0,1,1,4.5,2,1,1,2,3,10,21,7,10,8,10,10,9,9,10,10,10,10,10,10,3,1,13,14,12,3,2,1,8,1,3,45,2,1,3,4,2,1
1,1,1,0,1,1,3,2,1,0,7,3,24,1,26,5,10,5,10,5,10,5,10,5,10,5,10,5,2,13,14,12,3,2,1,9,1,6,50,2,1,3,1,2,0
1,1,1,1,0,1,4,1,2,0,7,2,24,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,13,14,14,1,1,8,6,1,3,34,1,1,2,1,3,0
1,1,1,0,0,1,5,1,2,0,7,1,24,2,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,16,2,2,1,9,1,2,36,2,1,3,1,4,0
1,0,1,0,0,1,4,1,2,1,4,3,10,21,21,6,8,7,8,7,7,7,8,6,6,6,3,4,1,13,2,16,2,2,1,9,1,7,57,3,1,3,2,4,1
0,2,2,2,2,2,-1,-1,13,1,3,3,13,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,15,2,2,1,9,1,2,32,1,0,3,3,4,0
1,0,0,1,1,1,4,1,3,0,7,2,24,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,10,16,1,1,4,2,1,6,28,1,1,1,1,4,0
1,1,1,0,0,1,3,2,1,0,7,1,24,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,13,14,15,2,2,1,6,1,4,25,1,1,2,1,4,0
1,1,0,0,0,1,2,2,1,0,7,3,24,2,10,7,8,9,7,10,6,7,9,7,9,8,10,5,2,13,14,13,2,1,1,9,1,1,24,1,1,3,1,3,1
1,1,0,0,1,1,2,5,1,1,1,3,2,21,26,8,8,8,8,10,8,8,8,10,5,8,4,1,4,13,14,12,3,2,1,6,1,2,39,2,1,2,5,2,1
1,1,1,1,1,1,2,1,1,0,7,3,24,18,5,10,10,10,10,10,10,10,10,10,10,1,10,3,1,13,14,14,1,1,1,6,1,4,30,1,1,2,1,3,0
1,0,0,0,1,1,1,4,5,1,4,3,6,21,13,1,6,5,1,9,4,1,10,2,6,5,3,4,2,13,11,12,1,2,1,8,1,2,35,1,1,3,2,2,0
1,1,1,0,1,1,3,1,1,1,3,3,10,21,26,6,8,9,8,7,7,5,6,7,9,5,9,3,1,13,14,13,2,2,1,9,1,7,52,3,1,3,3,3,0
1,1,1,1,0,1,5,1,1,0,7,3,17,21,21,6,8,5,8,9,7,7,9,6,8,5,7,5,1,13,14,15,2,1,1,7,1,7,22,1,1,2,1,4,0
1,0,0,0,1,0,-1,-1,13,1,4,3,17,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,13,2,2,1,11,1,7,37,2,2,11,2,3,1
0,2,2,2,2,2,-1,-1,13,0,7,3,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,12,1,2,1,6,1,3,46,2,0,2,1,2,0
1,0,1,0,0,1,1,2,2,0,7,2,24,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,10,14,2,2,1,7,1,1,31,1,1,2,1,3,0
1,1,0,0,0,0,-1,-1,13,1,2,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,14,12,3,2,1,9,1,5,60,3,2,3,4,2,1
1,1,0,0,1,1,3,2,1,1,4,3,12,21,15,5,6,10,10,8,10,10,10,10,10,5,10,6,2,13,14,13,2,2,1,11,1,7,59,3,1,11,2,3,0
1,1,0,0,1,1,2,1,1,1,2,3,12,21,3,10,10,5,10,10,10,5,10,10,10,10,10,2,1,13,14,12,2,2,5,10,1,1,20,1,1,10,4,2,1
1,0,1,0,1,1,4,4,1,1,4,3,6,21,11,8,8,10,10,9,9,10,10,10,10,10,10,1,1,13,10,14,2,2,2,6,1,4,30,1,1,2,2,3,0
1,1,0,0,1,1,5,1,1,1,2,3,12,21,3,10,10,10,7,10,10,10,10,10,10,10,10,1,1,13,14,12,3,2,5,6,1,2,52,3,1,2,4,2,1
1,1,0,0,0,1,1,1,1,0,7,2,24,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,13,14,12,3,2,1,3,1,6,31,1,1,1,1,2,0
0,2,2,2,2,2,-1,-1,13,1,2,3,10,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,14,1,2,1,1,1,6,57,3,0,1,4,3,0
1,1,0,0,1,1,3,1,1,1,4,3,15,21,8,3,9,5,7,8,8,5,9,8,10,5,10,4,1,13,14,15,1,2,6,6,1,7,75,4,1,2,2,4,0
0,2,2,2,2,2,-1,-1,13,1,4,3,8,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,15,1,2,6,4,1,7,57,3,0,1,2,4,0
1,1,0,0,0,1,6,1,1,0,7,1,24,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,13,14,12,3,2,1,8,1,3,43,2,1,3,1,2,1
1,1,0,0,1,1,2,2,1,1,4,3,12,21,26,8,8,9,8,8,8,8,8,9,10,8,8,3,2,13,14,12,1,2,1,7,1,1,37,2,1,2,2,2,1
1,1,0,0,1,1,.25,1,1,1,3,3,5,21,4,6,8,7,7,7,5,5,9,4,4,6,3,3,1,13,14,12,1,2,1,5,1,4,23,1,1,2,3,2,1
0,2,2,2,2,2,-1,-1,13,1,2,3,2,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,12,2,1,1,8,1,2,30,1,0,3,4,2,1
1,1,1,0,1,1,5,1,1,1,1,3,6,21,13,5,5,5,7,9,6,5,5,6,7,5,7,1,1,13,14,16,3,2,1,8,1,2,26,1,1,3,5,4,0
1,1,1,0,0,1,5,1,1,0,7,3,24,11,13,3,10,4,8,5,7,4,7,4,7,6,9,5,1,13,14,16,3,2,1,6,1,1,30,1,1,2,1,4,0
1,1,0,0,1,0,-1,-1,13,1,4,3,12,21,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,14,9,1,2,6,7,1,7,74,4,2,2,2,1,0
1,1,0,0,1,1,1.5,1,1,1,3,3,12,21,26,7,8,8,10,8,8,7,8,10,10,9,9,4,1,13,14,13,2,2,1,8,1,2,50,2,1,3,3,3,1
0,2,2,2,2,2,-1,-1,13,0,7,2,24,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,13,2,2,5,3,1,1,49,2,0,1,1,3,0
1,1,1,0,1,1,5,2,2,1,4,3,10,21,10,6,9,7,7,8,7,7,7,99,4,2,3,4,1,13,14,15,1,2,1,11,1,3,45,2,1,11,2,4,1
